agentId;configNumber;rounds;totalVictories;avgVictories;totalDeaths;avgDeaths;totalTimedout;avgTimedout;totalTimeSpent;avgTimeSpent;levelSeed;options
MarioAI;100;1;0;0.0;1;1.0;0;0.0;34;34.0;169676683; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 169676683
MarioAI;101;1;0;0.0;1;1.0;0;0.0;37;37.0;1651016170; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1651016170
MarioAI;102;1;0;0.0;1;1.0;0;0.0;10;10.0;1798243758; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1798243758
MarioAI;103;1;1;1.0;0;0.0;0;0.0;47;47.0;1814958244; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1814958244
MarioAI;104;1;0;0.0;1;1.0;0;0.0;16;16.0;1841524915; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1841524915
MarioAI;105;1;1;1.0;0;0.0;0;0.0;46;46.0;724901437; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 724901437
MarioAI;106;1;0;0.0;1;1.0;0;0.0;10;10.0;956056959; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 956056959
MarioAI;107;1;0;0.0;1;1.0;0;0.0;23;23.0;671235248; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 671235248
MarioAI;108;1;0;0.0;1;1.0;0;0.0;11;11.0;1085022666; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1085022666
MarioAI;109;1;0;0.0;1;1.0;0;0.0;32;32.0;748782515; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 748782515
MarioAI;110;1;0;0.0;1;1.0;0;0.0;23;23.0;2009494295; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 2009494295
MarioAI;111;1;0;0.0;1;1.0;0;0.0;20;20.0;272346863; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 272346863
MarioAI;112;1;0;0.0;1;1.0;0;0.0;28;28.0;1288798574; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1288798574
MarioAI;113;1;0;0.0;1;1.0;0;0.0;36;36.0;417975890; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 417975890
MarioAI;114;1;0;0.0;1;1.0;0;0.0;25;25.0;1004794200; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1004794200
MarioAI;115;1;1;1.0;0;0.0;0;0.0;43;43.0;692554057; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 692554057
MarioAI;116;1;1;1.0;0;0.0;0;0.0;40;40.0;1147047876; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1147047876
MarioAI;117;1;0;0.0;1;1.0;0;0.0;14;14.0;575497265; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 575497265
MarioAI;118;1;1;1.0;0;0.0;0;0.0;39;39.0;1738845215; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1738845215
MarioAI;119;1;0;0.0;1;1.0;0;0.0;29;29.0;120139586; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 120139586
MarioAI;120;1;0;0.0;1;1.0;0;0.0;24;24.0;849950631; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 849950631
MarioAI;121;1;1;1.0;0;0.0;0;0.0;46;46.0;123001001; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 123001001
MarioAI;122;1;0;0.0;1;1.0;0;0.0;11;11.0;1280714395; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1280714395
MarioAI;123;1;0;0.0;1;1.0;0;0.0;31;31.0;243521478; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 243521478
MarioAI;124;1;1;1.0;0;0.0;0;0.0;44;44.0;518747940; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 518747940
MarioAI;125;1;1;1.0;0;0.0;0;0.0;41;41.0;418405800; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 418405800
MarioAI;126;1;0;0.0;1;1.0;0;0.0;36;36.0;1598659286; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1598659286
MarioAI;127;1;0;0.0;1;1.0;0;0.0;13;13.0;2097477418; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 2097477418
MarioAI;128;1;0;0.0;1;1.0;0;0.0;37;37.0;1887574830; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1887574830
MarioAI;129;1;0;0.0;1;1.0;0;0.0;47;47.0;1740728165; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1740728165
MarioAI;130;1;1;1.0;0;0.0;0;0.0;42;42.0;1046740627; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1046740627
MarioAI;131;1;0;0.0;1;1.0;0;0.0;32;32.0;175949162; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 175949162
MarioAI;132;1;1;1.0;0;0.0;0;0.0;42;42.0;1303315085; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1303315085
MarioAI;133;1;1;1.0;0;0.0;0;0.0;40;40.0;1978164795; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1978164795
MarioAI;134;1;1;1.0;0;0.0;0;0.0;38;38.0;1340670300; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1340670300
MarioAI;135;1;0;0.0;1;1.0;0;0.0;22;22.0;1694655670; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1694655670
MarioAI;136;1;0;0.0;1;1.0;0;0.0;19;19.0;1799887891; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1799887891
MarioAI;137;1;0;0.0;1;1.0;0;0.0;46;46.0;1289337549; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1289337549
MarioAI;138;1;0;0.0;1;1.0;0;0.0;30;30.0;716134362; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 716134362
MarioAI;139;1;0;0.0;1;1.0;0;0.0;19;19.0;1414884403; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1414884403
MarioAI;140;1;1;1.0;0;0.0;0;0.0;44;44.0;614175762; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 614175762
MarioAI;141;1;1;1.0;0;0.0;0;0.0;45;45.0;692799600; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 692799600
MarioAI;142;1;1;1.0;0;0.0;0;0.0;52;52.0;1744693352; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1744693352
MarioAI;143;1;1;1.0;0;0.0;0;0.0;44;44.0;998693628; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 998693628
MarioAI;144;1;1;1.0;0;0.0;0;0.0;40;40.0;2053432595; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 2053432595
MarioAI;145;1;1;1.0;0;0.0;0;0.0;45;45.0;880691658; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 880691658
MarioAI;146;1;0;0.0;1;1.0;0;0.0;30;30.0;473345249; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 473345249
MarioAI;147;1;0;0.0;1;1.0;0;0.0;25;25.0;135247722; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 135247722
MarioAI;148;1;0;0.0;1;1.0;0;0.0;8;8.0;2100674493; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 2100674493
MarioAI;149;1;0;0.0;1;1.0;0;0.0;41;41.0;4148151; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 4148151
MarioAI;150;1;0;0.0;1;1.0;0;0.0;35;35.0;544038336; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 544038336
MarioAI;151;1;0;0.0;1;1.0;0;0.0;33;33.0;1931206293; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1931206293
MarioAI;152;1;1;1.0;0;0.0;0;0.0;46;46.0;376503838; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 376503838
MarioAI;153;1;0;0.0;1;1.0;0;0.0;25;25.0;1546678891; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1546678891
MarioAI;154;1;1;1.0;0;0.0;0;0.0;45;45.0;307575403; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 307575403
MarioAI;155;1;1;1.0;0;0.0;0;0.0;42;42.0;557041691; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 557041691
MarioAI;156;1;0;0.0;1;1.0;0;0.0;13;13.0;2049250826; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 2049250826
MarioAI;157;1;0;0.0;1;1.0;0;0.0;34;34.0;764439773; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 764439773
MarioAI;158;1;1;1.0;0;0.0;0;0.0;46;46.0;181568199; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 181568199
MarioAI;159;1;0;0.0;1;1.0;0;0.0;20;20.0;2111324705; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 2111324705
MarioAI;160;1;1;1.0;0;0.0;0;0.0;43;43.0;1593229023; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1593229023
MarioAI;161;1;1;1.0;0;0.0;0;0.0;44;44.0;1760737888; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1760737888
MarioAI;162;1;0;0.0;1;1.0;0;0.0;27;27.0;1798403599; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1798403599
MarioAI;163;1;0;0.0;1;1.0;0;0.0;14;14.0;1213163926; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1213163926
MarioAI;164;1;1;1.0;0;0.0;0;0.0;43;43.0;1864613483; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1864613483
MarioAI;165;1;0;0.0;1;1.0;0;0.0;24;24.0;1032070805; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1032070805
MarioAI;166;1;1;1.0;0;0.0;0;0.0;40;40.0;1053682410; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1053682410
MarioAI;167;1;1;1.0;0;0.0;0;0.0;46;46.0;1158832829; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1158832829
MarioAI;168;1;0;0.0;1;1.0;0;0.0;24;24.0;2041647404; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 2041647404
MarioAI;169;1;0;0.0;1;1.0;0;0.0;33;33.0;633380738; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 633380738
MarioAI;170;1;0;0.0;1;1.0;0;0.0;34;34.0;1477694649; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1477694649
MarioAI;171;1;0;0.0;1;1.0;0;0.0;26;26.0;1346344427; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1346344427
MarioAI;172;1;0;0.0;1;1.0;0;0.0;12;12.0;1817633216; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1817633216
MarioAI;173;1;0;0.0;1;1.0;0;0.0;14;14.0;137218555; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 137218555
MarioAI;174;1;0;0.0;1;1.0;0;0.0;27;27.0;1701988914; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1701988914
MarioAI;175;1;0;0.0;1;1.0;0;0.0;36;36.0;158168208; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 158168208
MarioAI;176;1;0;0.0;1;1.0;0;0.0;13;13.0;1894777751; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1894777751
MarioAI;177;1;0;0.0;1;1.0;0;0.0;21;21.0;503314505; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 503314505
MarioAI;178;1;0;0.0;1;1.0;0;0.0;23;23.0;1918886186; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1918886186
MarioAI;179;1;1;1.0;0;0.0;0;0.0;38;38.0;745933428; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 745933428
MarioAI;180;1;0;0.0;1;1.0;0;0.0;34;34.0;56222952; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 56222952
MarioAI;181;1;0;0.0;1;1.0;0;0.0;14;14.0;465921802; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 465921802
MarioAI;182;1;0;0.0;1;1.0;0;0.0;32;32.0;1797813173; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1797813173
MarioAI;183;1;0;0.0;1;1.0;0;0.0;8;8.0;362012482; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 362012482
MarioAI;184;1;1;1.0;0;0.0;0;0.0;45;45.0;34417634; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 34417634
MarioAI;185;1;0;0.0;1;1.0;0;0.0;37;37.0;1670243413; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1670243413
MarioAI;186;1;0;0.0;1;1.0;0;0.0;26;26.0;1697227379; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1697227379
MarioAI;187;1;0;0.0;1;1.0;0;0.0;29;29.0;1571613770; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1571613770
MarioAI;188;1;0;0.0;1;1.0;0;0.0;20;20.0;461796138; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 461796138
MarioAI;189;1;1;1.0;0;0.0;0;0.0;42;42.0;113460512; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 113460512
MarioAI;190;1;0;0.0;1;1.0;0;0.0;20;20.0;1369745445; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1369745445
MarioAI;191;1;1;1.0;0;0.0;0;0.0;44;44.0;1714465410; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1714465410
MarioAI;192;1;1;1.0;0;0.0;0;0.0;39;39.0;1075435907; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1075435907
MarioAI;193;1;0;0.0;1;1.0;0;0.0;17;17.0;1648970981; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1648970981
MarioAI;194;1;1;1.0;0;0.0;0;0.0;43;43.0;1688294015; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1688294015
MarioAI;195;1;1;1.0;0;0.0;0;0.0;44;44.0;1320844495; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1320844495
MarioAI;196;1;0;0.0;1;1.0;0;0.0;43;43.0;306403529; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 306403529
MarioAI;197;1;0;0.0;1;1.0;0;0.0;15;15.0;1606544260; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1606544260
MarioAI;198;1;0;0.0;1;1.0;0;0.0;32;32.0;1959212095; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1959212095
MarioAI;199;1;0;0.0;1;1.0;0;0.0;22;22.0;1777990273; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 1777990273
MarioAI;200;1;1;1.0;0;0.0;0;0.0;43;43.0;170989606; vis on z on lf off lb off lca off lco off lde off lg off lhb off lhs off lla off ltb off le g,s ltb on vis off ls 170989606
